opener,avg_guesses,median_guesses,fails,max_guesses
wongi,4.122229,4.0,134,10
spies,4.122229,4.0,141,11
amain,4.122229,4.0,154,12
terza,4.122229,4.0,156,12
ysame,4.122229,4.0,161,12
ovens,4.122229,4.0,163,11
paans,4.122229,4.0,165,11
trest,4.122229,4.0,166,11
pacai,4.122425,4.0,134,11
steds,4.122425,4.0,140,10
datto,4.122425,4.0,141,11
kyats,4.122425,4.0,147,11
corer,4.122425,4.0,165,12
fulwa,4.122621,4.0,113,11
scams,4.122621,4.0,114,12
spumy,4.122621,4.0,114,10
hymns,4.122621,4.0,119,10
windy,4.122621,4.0,119,10
defer,4.122621,4.0,122,11
preop,4.122621,4.0,132,11
pipet,4.122621,4.0,133,11
repro,4.122621,4.0,134,11
kerfs,4.122621,4.0,139,12
direr,4.122621,4.0,158,11
neems,4.122621,4.0,158,12
phlox,4.122817,4.0,90,10
movie,4.122817,4.0,136,13
taxer,4.122817,4.0,152,12
visna,4.122817,4.0,159,12
regie,4.122817,4.0,160,11
ecigs,4.122817,4.0,170,12
blonx,4.123014,4.0,120,11
sophy,4.123014,4.0,123,10
topoi,4.123014,4.0,129,11
whids,4.123014,4.0,129,11
petti,4.123014,4.0,133,11
gnarr,4.123014,4.0,136,11
kiley,4.123014,4.0,157,12
allin,4.123014,4.0,160,12
tuart,4.123014,4.0,160,11
chyme,4.123210,4.0,96,11
genie,4.123210,4.0,152,11
abuse,4.123210,4.0,174,12
sorbs,4.123406,4.0,128,11
pesos,4.123406,4.0,134,11
kanal,4.123406,4.0,137,12
slobs,4.123406,4.0,137,10
laxed,4.123406,4.0,140,12
stogs,4.123406,4.0,141,10
tanka,4.123406,4.0,141,11
yours,4.123406,4.0,168,12
marka,4.123602,4.0,118,13
spiky,4.123602,4.0,120,10
kheda,4.123602,4.0,126,11
gived,4.123602,4.0,136,11
whies,4.123602,4.0,151,11
rider,4.123602,4.0,156,11
snies,4.123602,4.0,174,11
bunko,4.123798,4.0,115,11
phene,4.123798,4.0,122,11
gowds,4.123798,4.0,131,10
mitta,4.123798,4.0,139,12
absey,4.123798,4.0,149,11
nuked,4.123798,4.0,159,11
dovie,4.123798,4.0,160,11
sisal,4.123798,4.0,161,12
jeats,4.123798,4.0,165,12
wimpy,4.123995,4.0,87,9
fleme,4.123995,4.0,116,11
thanx,4.123995,4.0,118,10
alack,4.123995,4.0,124,13
smuts,4.123995,4.0,124,11
bocks,4.123995,4.0,140,12
macas,4.123995,4.0,141,13
virgo,4.123995,4.0,145,12
mooed,4.123995,4.0,148,12
ixtle,4.123995,4.0,153,11
jeton,4.123995,4.0,153,11
buyer,4.123995,4.0,155,11
vrous,4.123995,4.0,156,12
rearm,4.123995,4.0,157,12
vaids,4.123995,4.0,174,13
embed,4.124191,4.0,106,10
fyrds,4.124191,4.0,119,10
shock,4.124191,4.0,120,11
purre,4.124191,4.0,128,11
pells,4.124191,4.0,146,12
dread,4.124191,4.0,147,11
derro,4.124191,4.0,156,11
dolls,4.124191,4.0,156,12
doona,4.124191,4.0,156,11
nitta,4.124191,4.0,162,11
state,4.124191,4.0,162,11
vibed,4.124387,4.0,121,11
proso,4.124387,4.0,126,11
dozen,4.124387,4.0,145,11
vigor,4.124387,4.0,145,12
aural,4.124387,4.0,163,12
goafs,4.124387,4.0,168,11
yules,4.124387,4.0,199,12
agios,4.124387,4.0,212,12
phyma,4.124583,4.0,95,10
meeps,4.124583,4.0,132,12
daled,4.124583,4.0,139,12
stunt,4.124583,4.0,140,11
cloze,4.124583,4.0,143,12
emule,4.124583,4.0,144,12
vangs,4.124583,4.0,149,12
doors,4.124583,4.0,151,12
algas,4.124583,4.0,155,11
vison,4.124583,4.0,155,12
bouge,4.124583,4.0,157,11
owari,4.124583,4.0,157,12
roses,4.124583,4.0,161,11
arsis,4.124583,4.0,163,11
fowth,4.124779,4.0,96,9
whops,4.124779,4.0,115,10
bekah,4.124779,4.0,127,11
embus,4.124779,4.0,133,12
purer,4.124779,4.0,136,10
grill,4.124779,4.0,142,11
semis,4.124779,4.0,150,12
asset,4.124779,4.0,153,11
soave,4.124779,4.0,161,12
rille,4.124779,4.0,163,12
cosey,4.124779,4.0,180,12
hefty,4.124975,4.0,102,10
bodgy,4.124975,4.0,106,10
japer,4.124975,4.0,124,12
indow,4.124975,4.0,133,10
snowy,4.124975,4.0,138,10
ricin,4.124975,4.0,143,11
celli,4.124975,4.0,146,12
rougy,4.124975,4.0,158,11
aglee,4.124975,4.0,159,12
pioys,4.124975,4.0,163,12
yaups,4.124975,4.0,167,11
kunas,4.124975,4.0,173,12
reune,4.124975,4.0,182,11
gyres,4.124975,4.0,183,11
stash,4.125172,4.0,118,10
dholl,4.125172,4.0,128,11
woken,4.125172,4.0,129,11
dusts,4.125172,4.0,136,10
droid,4.125172,4.0,147,11
pukes,4.125172,4.0,151,12
gluey,4.125172,4.0,162,11
afion,4.125172,4.0,165,12
wombs,4.125368,4.0,112,11
kirby,4.125368,4.0,119,11
pudsy,4.125368,4.0,134,10
mitis,4.125368,4.0,135,12
petto,4.125368,4.0,139,11
enema,4.125368,4.0,142,12
moses,4.125368,4.0,148,12
video,4.125368,4.0,153,12
anent,4.125368,4.0,154,11
dared,4.125368,4.0,156,12
haere,4.125368,4.0,156,12
cella,4.125368,4.0,160,13
fence,4.125564,4.0,114,12
banky,4.125564,4.0,116,11
charr,4.125564,4.0,122,11
ridic,4.125564,4.0,124,11
chave,4.125564,4.0,131,12
apses,4.125564,4.0,135,11
deify,4.125564,4.0,141,10
ormer,4.125564,4.0,148,11
trout,4.125564,4.0,151,11
guaco,4.125564,4.0,167,12
taste,4.125564,4.0,169,12
vauts,4.125564,4.0,169,12
amban,4.125760,4.0,116,10
shack,4.125760,4.0,118,11
bowse,4.125760,4.0,136,11
hasta,4.125760,4.0,137,11
droog,4.125760,4.0,138,10
kandy,4.125760,4.0,140,11
eloge,4.125760,4.0,161,11
vinos,4.125760,4.0,169,12
isles,4.125760,4.0,170,12
glees,4.125760,4.0,178,12
kalam,4.125956,4.0,117,13
vower,4.125956,4.0,117,12
lacka,4.125956,4.0,122,13
ombus,4.125956,4.0,130,12
strut,4.125956,4.0,141,10
dorad,4.125956,4.0,148,11
foyle,4.125956,4.0,148,12
turnt,4.125956,4.0,150,11
benes,4.125956,4.0,151,11
beers,4.125956,4.0,163,12
coost,4.125956,4.0,163,12
manas,4.125956,4.0,164,12
mochy,4.126153,4.0,99,11
preke,4.126153,4.0,126,11
gothy,4.126153,4.0,127,12
leech,4.126153,4.0,135,12
discs,4.126153,4.0,136,11
soaps,4.126153,4.0,150,11
flaky,4.126349,4.0,117,12
smarm,4.126349,4.0,117,12
hence,4.126349,4.0,118,11
embay,4.126349,4.0,120,11
fowls,4.126349,4.0,122,11
favel,4.126349,4.0,130,12
riper,4.126349,4.0,139,11
colza,4.126349,4.0,148,12
sends,4.126349,4.0,156,11
solus,4.126349,4.0,157,11
texas,4.126349,4.0,159,12
nenta,4.126349,4.0,161,11
embow,4.126545,4.0,100,11
swung,4.126545,4.0,120,10
bigha,4.126545,4.0,131,11
works,4.126545,4.0,131,12
shoot,4.126545,4.0,135,11
dashy,4.126545,4.0,137,11
ragas,4.126545,4.0,147,11
dizen,4.126545,4.0,149,11
situs,4.126545,4.0,157,11
reird,4.126545,4.0,167,11
sauts,4.126545,4.0,167,11
lesos,4.126545,4.0,168,12
dogey,4.126545,4.0,169,11
wheft,4.126741,4.0,89,9
hempy,4.126741,4.0,101,9
compo,4.126741,4.0,102,12
forby,4.126741,4.0,109,11
bruvs,4.126741,4.0,122,11
hests,4.126741,4.0,133,9
apace,4.126741,4.0,135,12
hiree,4.126741,4.0,142,12
dells,4.126741,4.0,150,12
dosas,4.126741,4.0,156,11
yonis,4.126741,4.0,181,12
whilk,4.126937,4.0,104,11
bulgy,4.126937,4.0,117,11
heame,4.126937,4.0,127,12
wamus,4.126937,4.0,130,12
waulk,4.126937,4.0,130,12
mesas,4.126937,4.0,150,12
ronne,4.126937,4.0,158,11
sides,4.126937,4.0,160,11
divos,4.126937,4.0,161,13
puyas,4.126937,4.0,164,11
lorel,4.126937,4.0,167,13
bewig,4.127134,4.0,117,10
fawns,4.127134,4.0,128,11
sorbo,4.127134,4.0,131,11
gordo,4.127134,4.0,136,10
jodel,4.127134,4.0,139,13
rimer,4.127134,4.0,145,12
kanat,4.127134,4.0,146,11
sames,4.127134,4.0,156,12
sodas,4.127134,4.0,158,11
coves,4.127134,4.0,169,12
voces,4.127134,4.0,169,12
tweep,4.127330,4.0,106,10
waken,4.127330,4.0,127,11
bdays,4.127330,4.0,133,11
aceta,4.127330,4.0,154,12
nants,4.127330,4.0,162,11
vawte,4.127526,4.0,115,11
topaz,4.127526,4.0,125,11
padas,4.127526,4.0,135,11
aredd,4.127526,4.0,148,11
scans,4.127526,4.0,148,11
kerne,4.127526,4.0,149,11
hikes,4.127526,4.0,159,12
peise,4.127526,4.0,161,12
allod,4.127526,4.0,165,12
balls,4.127722,4.0,128,12
kraal,4.127722,4.0,131,12
focus,4.127722,4.0,155,12
oicks,4.127722,4.0,157,12
oliva,4.127722,4.0,158,12
sizel,4.127722,4.0,167,12
titan,4.127722,4.0,169,11
cooer,4.127722,4.0,171,13
oinks,4.127722,4.0,179,12
swack,4.127918,4.0,106,11
spurs,4.127918,4.0,123,11
makar,4.127918,4.0,126,13
pitot,4.127918,4.0,136,11
beigy,4.127918,4.0,140,11
retox,4.127918,4.0,153,11
zoner,4.127918,4.0,168,12
hinau,4.127918,4.0,172,11
raias,4.127918,4.0,186,12
konbu,4.128115,4.0,111,11
gests,4.128115,4.0,133,10
mooli,4.128115,4.0,137,12
owing,4.128115,4.0,138,10
laded,4.128115,4.0,141,12
radii,4.128115,4.0,147,11
bogue,4.128115,4.0,155,11
loess,4.128115,4.0,170,11
glowy,4.128311,4.0,122,10
dykon,4.128311,4.0,128,10
stucs,4.128311,4.0,136,11
dishy,4.128311,4.0,141,12
teeny,4.128311,4.0,155,11
cools,4.128311,4.0,158,12
ranns,4.128311,4.0,159,11
tulle,4.128311,4.0,160,11
tenon,4.128311,4.0,168,11
fists,4.128507,4.0,126,10
parps,4.128507,4.0,127,12
crewe,4.128507,4.0,133,11
taxed,4.128507,4.0,139,11
looms,4.128507,4.0,143,12
goold,4.128507,4.0,144,11
somas,4.128507,4.0,154,12
galea,4.128507,4.0,162,12
reges,4.128507,4.0,177,11
patka,4.128703,4.0,113,11
refel,4.128703,4.0,127,11
pucks,4.128703,4.0,129,12
kevil,4.128703,4.0,131,12
prize,4.128703,4.0,134,11
tushy,4.128703,4.0,144,10
rokey,4.128703,4.0,149,11
linns,4.128703,4.0,151,12
romeo,4.128703,4.0,153,12
romer,4.128703,4.0,153,12
sados,4.128703,4.0,157,11
mausy,4.128703,4.0,160,12
serir,4.128703,4.0,160,11
sadis,4.128703,4.0,162,11
gonys,4.128703,4.0,174,11
ovist,4.128703,4.0,177,12
huies,4.128703,4.0,195,12
flawy,4.128899,4.0,110,11
surfy,4.128899,4.0,119,10
vadge,4.128899,4.0,121,11
aargh,4.128899,4.0,128,11
bitts,4.128899,4.0,137,11
magna,4.128899,4.0,140,11
pivos,4.128899,4.0,141,12
inbye,4.128899,4.0,142,11
fyles,4.128899,4.0,146,12
ordos,4.128899,4.0,157,11
bokes,4.128899,4.0,160,12
heles,4.128899,4.0,163,12
tanti,4.128899,4.0,163,11
auges,4.128899,4.0,200,12
bawty,4.129096,4.0,114,10
epode,4.129096,4.0,126,11
plexi,4.129096,4.0,134,12
milia,4.129096,4.0,142,12
wanta,4.129096,4.0,142,10
ricer,4.129096,4.0,157,12
rorid,4.129096,4.0,158,11
cauks,4.129096,4.0,161,13
erase,4.129096,4.0,192,12
flews,4.129292,4.0,118,11
sodom,4.129292,4.0,121,11
loops,4.129292,4.0,145,11
doled,4.129292,4.0,149,12
braai,4.129292,4.0,151,12
cuish,4.129292,4.0,160,12
vatus,4.129292,4.0,164,12
salol,4.129292,4.0,165,12
scuts,4.129488,4.0,138,11
ottar,4.129488,4.0,149,12
moors,4.129488,4.0,151,13
atter,4.129488,4.0,162,12
caves,4.129488,4.0,175,13
enure,4.129488,4.0,178,12
house,4.129488,4.0,187,11
hosts,4.129684,4.0,136,10
slosh,4.129684,4.0,139,10
kidge,4.129684,4.0,140,11
poses,4.129684,4.0,141,11
buyin,4.129684,4.0,142,11
tways,4.129684,4.0,143,10
arefy,4.129684,4.0,146,11
sixte,4.129684,4.0,146,11
dazer,4.129684,4.0,151,12
carex,4.129684,4.0,156,13
weary,4.129684,4.0,159,11
cotts,4.129684,4.0,160,12
roguy,4.129684,4.0,160,11
roral,4.129684,4.0,166,12
pease,4.129684,4.0,176,12
ankus,4.129684,4.0,180,12
blini,4.129880,4.0,119,11
wolve,4.129880,4.0,130,12
sedge,4.129880,4.0,133,10
pouks,4.129880,4.0,145,12
polls,4.129880,4.0,149,11
aroba,4.129880,4.0,151,11
rossa,4.129880,4.0,157,11
asker,4.129880,4.0,172,12
podex,4.130077,4.0,109,11
musts,4.130077,4.0,124,11
fenks,4.130077,4.0,130,12
ethyl,4.130077,4.0,132,11
veily,4.130077,4.0,148,12
nolls,4.130077,4.0,153,12
gytes,4.130077,4.0,173,11
sonse,4.130077,4.0,174,11
spods,4.130273,4.0,121,11
libri,4.130273,4.0,125,12
ubity,4.130273,4.0,138,10
raxed,4.130273,4.0,147,11
nkosi,4.130273,4.0,148,11
sinky,4.130273,4.0,155,11
ootid,4.130273,4.0,156,11
binit,4.130469,4.0,122,11
coypu,4.130469,4.0,129,11
becks,4.130469,4.0,133,12
mamil,4.130469,4.0,135,13
ethne,4.130469,4.0,140,10
yrivd,4.130469,4.0,145,12
rills,4.130469,4.0,148,12
kutai,4.130469,4.0,157,12
agree,4.130469,4.0,164,12
sirra,4.130469,4.0,164,11
seths,4.130665,4.0,135,10
bills,4.130665,4.0,137,11
gypes,4.130665,4.0,145,10
snell,4.130665,4.0,145,11
maaed,4.130665,4.0,150,12
sarus,4.130665,4.0,153,12
aeger,4.130665,4.0,171,12
tonne,4.130665,4.0,172,11
bokeh,4.130861,4.0,112,11
chubs,4.130861,4.0,137,11
dauby,4.130861,4.0,139,10
mells,4.130861,4.0,145,13
zerda,4.130861,4.0,153,12
kreen,4.130861,4.0,155,12
renin,4.130861,4.0,163,11
esile,4.130861,4.0,168,12
dough,4.131057,4.0,144,10
sefer,4.131057,4.0,144,11
haars,4.131057,4.0,148,12
fayre,4.131057,4.0,153,11
malva,4.131254,4.0,113,13
befog,4.131254,4.0,121,10
scops,4.131254,4.0,124,11
panga,4.131254,4.0,132,11
rewed,4.131254,4.0,132,10
stull,4.131254,4.0,136,11
winks,4.131254,4.0,137,11
bagsy,4.131254,4.0,139,11
bayed,4.131254,4.0,142,10
edger,4.131254,4.0,144,11
coxal,4.131254,4.0,151,12
cills,4.131254,4.0,154,12
rasse,4.131254,4.0,168,11
truer,4.131254,4.0,172,11
aedes,4.131254,4.0,184,12
rikwa,4.131450,4.0,121,11
mauby,4.131450,4.0,126,11
pirai,4.131450,4.0,127,11
extra,4.131450,4.0,143,12
sedgy,4.131450,4.0,144,10
selky,4.131450,4.0,154,11
sorra,4.131450,4.0,161,11
hicks,4.131646,4.0,134,12
fleys,4.131646,4.0,137,12
voips,4.131646,4.0,142,12
sturt,4.131646,4.0,149,11
naevi,4.131646,4.0,160,12
yogin,4.131646,4.0,161,11
nonet,4.131646,4.0,168,11
festy,4.131842,4.0,143,11
raddi,4.131842,4.0,145,11
gyrus,4.131842,4.0,153,11
fayer,4.131842,4.0,155,11
infos,4.131842,4.0,158,12
natto,4.131842,4.0,168,11
hause,4.131842,4.0,192,12
whelk,4.132038,4.0,90,10
blowy,4.132038,4.0,104,10
fritz,4.132038,4.0,118,11
praps,4.132038,4.0,125,12
pallu,4.132038,4.0,127,12
faver,4.132038,4.0,129,12
pheer,4.132038,4.0,132,11
vakil,4.132038,4.0,136,13
werfs,4.132038,4.0,137,11
soths,4.132038,4.0,138,11
unkid,4.132038,4.0,151,11
bydes,4.132038,4.0,155,11
napas,4.132038,4.0,162,11
stivy,4.132235,4.0,124,11
mobee,4.132235,4.0,127,12
choke,4.132235,4.0,137,12
leche,4.132235,4.0,139,12
gasts,4.132235,4.0,142,10
voema,4.132235,4.0,144,13
axled,4.132235,4.0,146,12
sneds,4.132235,4.0,148,11
vealy,4.132235,4.0,151,12
cuifs,4.132235,4.0,158,12
eagre,4.132235,4.0,165,12
cutup,4.132431,4.0,104,11
snobs,4.132431,4.0,130,10
shott,4.132431,4.0,140,10
lilac,4.132431,4.0,148,12
these,4.132431,4.0,158,11
stoat,4.132431,4.0,169,11
frorn,4.132627,4.0,121,11
motza,4.132627,4.0,125,12
physa,4.132627,4.0,131,10
slish,4.132627,4.0,136,11
houri,4.132627,4.0,159,12
unios,4.132627,4.0,201,12
froom,4.132823,4.0,101,11
bovid,4.132823,4.0,128,10
slash,4.132823,4.0,133,11
stewy,4.132823,4.0,137,10
dukes,4.132823,4.0,162,12
mashy,4.133019,4.0,132,10
axmen,4.133019,4.0,133,11
marms,4.133019,4.0,134,13
unpay,4.133019,4.0,148,11
zoned,4.133019,4.0,153,11
voids,4.133019,4.0,164,13
hakes,4.133019,4.0,166,12
kapow,4.133216,4.0,104,11
ooped,4.133216,4.0,125,11
shive,4.133216,4.0,130,11
hulks,4.133216,4.0,134,11
peaky,4.133216,4.0,135,11
wunga,4.133216,4.0,137,11
ankhs,4.133216,4.0,146,11
amiss,4.133216,4.0,152,12
razed,4.133216,4.0,160,11
soces,4.133216,4.0,167,12
disas,4.133216,4.0,168,12
proof,4.133412,4.0,99,10
daych,4.133412,4.0,127,11
baaps,4.133412,4.0,128,11
bunya,4.133412,4.0,133,11
larva,4.133412,4.0,133,13
bunks,4.133412,4.0,135,11
mirex,4.133412,4.0,142,13
bauks,4.133412,4.0,145,12
poons,4.133412,4.0,150,11
aller,4.133412,4.0,162,13
galia,4.133412,4.0,170,12
tates,4.133412,4.0,184,12
kophs,4.133608,4.0,118,11
chunk,4.133608,4.0,123,11
slubs,4.133608,4.0,123,10
specs,4.133608,4.0,123,10
achar,4.133608,4.0,127,12
aswim,4.133608,4.0,130,12
ovism,4.133608,4.0,131,12
vinyl,4.133608,4.0,133,12
fanks,4.133608,4.0,141,12
varan,4.133608,4.0,142,12
fungs,4.133608,4.0,146,11
sposa,4.133608,4.0,149,11
fidus,4.133608,4.0,155,12
pousy,4.133608,4.0,159,11
taxon,4.133608,4.0,160,11
dozer,4.133608,4.0,162,12
unked,4.133608,4.0,162,11
rouks,4.133608,4.0,163,12
dowak,4.133804,4.0,111,10
vowel,4.133804,4.0,126,12
skyte,4.133804,4.0,133,10
chiks,4.133804,4.0,138,12
roded,4.133804,4.0,151,11
mases,4.133804,4.0,155,12
uveal,4.133804,4.0,158,12
ralli,4.133804,4.0,164,12
leges,4.133804,4.0,181,12
ryked,4.134000,4.0,139,11
snaky,4.134000,4.0,154,11
guyle,4.134000,4.0,163,11
bogus,4.134000,4.0,164,11
echos,4.134000,4.0,176,12
lavra,4.134197,4.0,132,13
moloi,4.134197,4.0,141,12
mauve,4.134197,4.0,144,13
scads,4.134197,4.0,144,11
boots,4.134197,4.0,152,11
cello,4.134197,4.0,155,12
nolle,4.134197,4.0,161,12
owies,4.134197,4.0,175,11
tatie,4.134197,4.0,178,12
powny,4.134393,4.0,118,10
facta,4.134393,4.0,124,11
pinky,4.134393,4.0,130,11
sculs,4.134393,4.0,140,11
scroo,4.134393,4.0,147,11
leavy,4.134393,4.0,157,12
nazir,4.134393,4.0,163,12
tenno,4.134393,4.0,164,11
cives,4.134393,4.0,169,13
ikons,4.134393,4.0,172,12
gynos,4.134393,4.0,177,11
samba,4.134589,4.0,115,11
pervy,4.134589,4.0,120,10
betta,4.134589,4.0,140,11
neume,4.134589,4.0,147,12
onned,4.134589,4.0,148,11
wytes,4.134589,4.0,151,10
rebuy,4.134589,4.0,159,12
sauls,4.134589,4.0,161,12
nexal,4.134589,4.0,163,12
oller,4.134589,4.0,165,13
coses,4.134589,4.0,167,12
sensi,4.134589,4.0,170,11
recue,4.134589,4.0,177,12
resue,4.134589,4.0,186,11
tenth,4.134785,4.0,128,10
kluge,4.134785,4.0,146,11
passe,4.134785,4.0,147,11
vendu,4.134785,4.0,149,11
durra,4.134785,4.0,152,10
ulvas,4.134785,4.0,153,12
roric,4.134785,4.0,154,12
eskar,4.134785,4.0,156,12
arias,4.134785,4.0,192,12
ether,4.134981,4.0,138,11
penna,4.134981,4.0,138,11
winey,4.134981,4.0,155,11
tasso,4.134981,4.0,161,11
dwaal,4.135178,4.0,129,12
mugho,4.135178,4.0,129,11
sulky,4.135178,4.0,135,11
stags,4.135178,4.0,141,10
emure,4.135178,4.0,146,13
wonks,4.135178,4.0,146,11
fouds,4.135178,4.0,150,11
thuya,4.135178,4.0,155,11
corso,4.135178,4.0,156,13
izard,4.135178,4.0,159,12
souls,4.135178,4.0,161,11
vices,4.135178,4.0,168,13
saids,4.135178,4.0,172,12
cholo,4.135374,4.0,114,11
gauch,4.135374,4.0,138,11
pekau,4.135374,4.0,142,12
murra,4.135374,4.0,145,12
bogey,4.135374,4.0,148,11
kagos,4.135374,4.0,175,12
dawks,4.135570,4.0,117,11
knubs,4.135570,4.0,133,12
shets,4.135570,4.0,133,10
tided,4.135570,4.0,140,11
sooth,4.135570,4.0,142,10
tahas,4.135570,4.0,146,11
debes,4.135570,4.0,149,11
lazed,4.135570,4.0,161,12
picky,4.135766,4.0,102,11
emerg,4.135766,4.0,113,11
wedel,4.135766,4.0,121,12
tayra,4.135766,4.0,146,11
dined,4.135766,4.0,150,11
reney,4.135766,4.0,161,11
sorer,4.135766,4.0,165,11
feuds,4.135766,4.0,168,11
yangs,4.135766,4.0,179,11
oxlip,4.135962,4.0,120,11
mucks,4.135962,4.0,131,13
mulla,4.135962,4.0,138,12
murre,4.135962,4.0,142,12
pizer,4.135962,4.0,145,12
rozit,4.135962,4.0,158,11
coons,4.135962,4.0,173,12
needs,4.135962,4.0,174,11
saser,4.135962,4.0,176,11
gymps,4.136159,4.0,101,10
colog,4.136159,4.0,129,11
woven,4.136159,4.0,131,11
outby,4.136159,4.0,133,10
lemma,4.136159,4.0,139,13
aking,4.136159,4.0,148,11
hokes,4.136159,4.0,159,12
eying,4.136159,4.0,165,11
taxes,4.136159,4.0,171,12
grees,4.136159,4.0,183,11
arbah,4.136355,4.0,127,11
nervy,4.136355,4.0,146,11
ditto,4.136355,4.0,151,11
shave,4.136551,4.0,130,11
chere,4.136551,4.0,136,11
wanks,4.136551,4.0,136,11
kente,4.136551,4.0,143,11
krays,4.136551,4.0,149,12
flees,4.136551,4.0,150,12
ovine,4.136551,4.0,158,12
crore,4.136551,4.0,163,12
naams,4.136551,4.0,168,12
anura,4.136551,4.0,171,12
prook,4.136747,4.0,102,11
pulut,4.136747,4.0,113,10
hyped,4.136747,4.0,122,10
stums,4.136747,4.0,124,11
pungy,4.136747,4.0,129,11
peery,4.136747,4.0,139,11
libel,4.136747,4.0,140,12
manga,4.136747,4.0,142,11
kumis,4.136747,4.0,143,13
kauri,4.136747,4.0,171,13
ainee,4.136747,4.0,189,12
mitie,4.136943,4.0,139,12
cecal,4.136943,4.0,160,13
algae,4.136943,4.0,162,12
nigua,4.136943,4.0,182,12
guise,4.136943,4.0,195,12
ohias,4.136943,4.0,203,12
swits,4.137139,4.0,129,10
bedes,4.137139,4.0,151,11
niess,4.137139,4.0,180,11
vrows,4.137336,4.0,117,11
chefs,4.137336,4.0,138,11
amaut,4.137336,4.0,149,11
yatra,4.137336,4.0,149,11
hokas,4.137336,4.0,159,12
oasts,4.137336,4.0,162,11
sidas,4.137336,4.0,170,12
eased,4.137336,4.0,173,11
tousy,4.137336,4.0,181,11
edema,4.137532,4.0,137,12
rukhs,4.137532,4.0,138,11
speos,4.137532,4.0,139,11
kefir,4.137532,4.0,140,12
kyars,4.137532,4.0,151,12
mohua,4.137532,4.0,153,12
gusty,4.137532,4.0,157,10
ryugi,4.137532,4.0,158,11
sasin,4.137532,4.0,177,11
spags,4.137728,4.0,120,10
bamas,4.137728,4.0,124,12
feted,4.137728,4.0,125,10
wynds,4.137728,4.0,129,11
welks,4.137728,4.0,131,12
cabas,4.137728,4.0,145,12
finks,4.137728,4.0,145,12
towsy,4.137728,4.0,145,10
goved,4.137728,4.0,151,11
hayed,4.137728,4.0,151,10
amnia,4.137728,4.0,152,11
vibes,4.137728,4.0,154,12
ettin,4.137728,4.0,156,11
oaked,4.137728,4.0,160,12
eager,4.137728,4.0,168,12
tinto,4.137728,4.0,168,12
preve,4.137924,4.0,119,12
swamy,4.137924,4.0,123,10
chana,4.137924,4.0,129,11
fluey,4.137924,4.0,137,12
fayne,4.137924,4.0,138,12
poori,4.137924,4.0,138,12
gross,4.137924,4.0,143,11
agush,4.137924,4.0,150,11
slurs,4.137924,4.0,150,12
ulyie,4.137924,4.0,187,12
toits,4.137924,4.0,191,12
sixth,4.138120,4.0,125,10
mulls,4.138120,4.0,131,12
goyim,4.138120,4.0,141,10
mixen,4.138120,4.0,142,12
barre,4.138120,4.0,147,11
torii,4.138120,4.0,150,12
ouphe,4.138120,4.0,151,11
loxed,4.138120,4.0,155,13
otter,4.138120,4.0,165,12
senna,4.138120,4.0,166,11
doses,4.138120,4.0,167,11
suets,4.138120,4.0,169,11
dicky,4.138317,4.0,117,11
novum,4.138317,4.0,122,11
titup,4.138317,4.0,134,11
foamy,4.138317,4.0,135,11
jamon,4.138317,4.0,139,12
mizen,4.138317,4.0,143,12
cells,4.138317,4.0,158,13
rozet,4.138317,4.0,169,11
humpy,4.138513,4.0,98,10
wispy,4.138513,4.0,118,10
perve,4.138513,4.0,120,11
fnarr,4.138513,4.0,123,11
poxed,4.138513,4.0,124,11
beget,4.138513,4.0,136,10
mirza,4.138513,4.0,139,13
joint,4.138513,4.0,157,12
zonal,4.138513,4.0,166,12
wived,4.138709,4.0,114,11
peage,4.138709,4.0,137,11
batts,4.138709,4.0,146,11
suras,4.138709,4.0,158,12
abaht,4.138905,4.0,110,11
titch,4.138905,4.0,114,11
arbor,4.138905,4.0,149,11
agals,4.138905,4.0,160,12
oking,4.139101,4.0,143,11
birrs,4.139101,4.0,144,11
cagey,4.139101,4.0,157,11
moons,4.139101,4.0,158,12
raiah,4.139101,4.0,164,11
virus,4.139101,4.0,166,13
haiks,4.139101,4.0,167,12
stoit,4.139101,4.0,172,11
craze,4.139101,4.0,173,12
marry,4.139298,4.0,126,11
shill,4.139298,4.0,132,11
gurks,4.139298,4.0,141,12
pouke,4.139298,4.0,149,11
dried,4.139298,4.0,155,12
curer,4.139298,4.0,169,12
avion,4.139298,4.0,172,12
noses,4.139298,4.0,175,11
scoop,4.139494,4.0,112,10
mucko,4.139494,4.0,125,13
deawy,4.139494,4.0,142,10
nawal,4.139494,4.0,142,12
gools,4.139494,4.0,160,12
gutsy,4.139494,4.0,163,10
taits,4.139494,4.0,190,12
emyds,4.139690,4.0,142,11
label,4.139690,4.0,142,12
botos,4.139690,4.0,151,11
undee,4.139690,4.0,163,11
aizle,4.139690,4.0,170,12
suede,4.139690,4.0,178,11
